family,species,location,latitude,longitude,sampling_habitat,acclimation,temperature_of_acclimation_c,length_acclimation_period_days,rate_acclimation_c_day,methodology,endpoint,heating_rate_c_min,length_experiment_min,body_length_mm,weight_g,life_stage,thermal_limit_c,sd_thermal_limit,nindividuals,phylogeny,realm_affinity,source,reference
Cyprinidae,Pimephales notatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,33.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Pimephales notatus,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,34,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Pimephales notatus,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,32.7,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Pimephales notatus,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,33.7,0.48579831200000001,29,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Pimephales notatus,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,29.32,0.97570487299999997,29,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Pimephales notatus,Indian Creek Ohio US,39.97,-82.81,Freshwater,collection,24,NA,NA,dynamic,LOE,0.8,NA,60,NA,NA,37.9,0.5,10,yes,Freshwater,Mundahl 1990,140
Cyprinidae,Pimephales notatus,Buffalo creek Erie County New York US,42.6,-78.47,Freshwater,experimental,15,28,NA,dynamic,OS,1,NA,NA,NA,NA,31.9,0.57885138000000003,12,yes,Freshwater,Kowaski et al. 1978,108
Cyprinidae,Pimephales notatus,Lake Erie,42.08,-81.34,Freshwater,collection,6,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,27.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales notatus,Maryland US,39.53,-76.77,Freshwater,experimental,6,NA,NA,dynamic,death,NA,NA,NA,NA,adults,31.9,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales notatus,Maryland US,39.53,-76.77,Freshwater,experimental,12,NA,NA,dynamic,death,NA,NA,NA,NA,adults,27,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales notatus,Maryland US,39.53,-76.77,Freshwater,experimental,18,NA,NA,dynamic,death,NA,NA,NA,NA,adults,33.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales notatus,Maryland US,39.53,-76.77,Freshwater,experimental,24,NA,NA,dynamic,death,NA,NA,NA,NA,adults,33.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales notatus,Maryland US,39.53,-76.77,Freshwater,experimental,30,NA,NA,dynamic,death,NA,NA,NA,NA,adults,32,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Pimephales vigilax,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30,14,NA,dynamic,LOE,0.33,NA,NA,NA,NA,39.32,0.25,10,yes,Freshwater,Rutledge & Beitinger 1989,168
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,10,NA,NA,static,death,NA,5760,NA,NA,NA,27.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,NA,29.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,31.6,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Semotilus atromaculatus,Missouri US,38.32,-92.54,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,adults,35.7,0.44,9,yes,Freshwater,Yoder et al. 2012,213
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,5,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,30.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,10,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,adults,24.7,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,adults,27.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,adults,29.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,adults,29.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,adults,30.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,adults,27.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,adults,29,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,adults,30.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,adults,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,30,NA,NA,static,death,NA,NA,NA,NA,adults,31.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,7.2,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,32.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Fundulidae,Fundulus notatus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,NA,38.3,0.67,7,yes,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus notatus,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30,14,NA,dynamic,LOE,0.33,NA,NA,NA,NA,41.56,0.21,10,yes,Freshwater,Rutledge & Beitinger 1989,168
Ictaluridae,Ameiurus melas,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,NA,38.1,0.39,7,yes,Freshwater,Beitinger et al. 2000,12
Ictaluridae,Ameiurus melas,Mississippi River US,38.340000000000003,-90.37,Freshwater,collection,31,NA,NA,static,death,7.0000000000000007E-2,2880,29.2,0.5,juveniles,35.7,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Ictaluridae,Ameiurus melas,Lake Erie,42.08,-81.34,Freshwater,experimental,23,NA,NA,static,death,NA,NA,NA,NA,NA,35,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Ictaluridae,Ameiurus natalis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,38,0.70695951300000004,12,yes,Freshwater,Carveth et al. 2006,35
Ictaluridae,Ameiurus natalis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,39.2,2.2976184179999999,12,yes,Freshwater,Carveth et al. 2006,35
Ictaluridae,Ameiurus natalis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,39.8,1.590658905,12,yes,Freshwater,Carveth et al. 2006,35
Ictaluridae,Ameiurus natalis,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,NA,37.9,0.44,7,yes,Freshwater,Beitinger et al. 2000,12
Ictaluridae,Ameiurus natalis,Lake Erie,42.08,-81.34,Freshwater,collection,19.7,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,35,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Ictaluridae,Ameiurus natalis,Lake Erie,42.08,-81.34,Freshwater,collection,22.2,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,36.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Ictaluridae,Ameiurus natalis,Lake Erie,42.08,-81.34,Freshwater,collection,22.2,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,36.4,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Ictaluridae,Noturus exilis,NA,38.32,-91.51,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,NA,36.5,0.24,8,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma nigrum,Colorado streams US,39.299999999999997,-105.47,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,33,NA,5,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma nigrum,Buffalo creek Erie County New York US,42.6,-78.47,Freshwater,experimental,15,28,NA,dynamic,OS,1,NA,NA,NA,NA,31.1069,0.29039999999999999,4,yes,Freshwater,Kowaski et al. 1978,108
Percidae,Etheostoma nigrum,Buffalo creek Erie County New York US,42.6,-78.47,Freshwater,experimental,15,28,NA,dynamic,OS,1,NA,NA,NA,NA,31.3163,0.271189509,7,yes,Freshwater,Kowaski et al. 1978,108
Percidae,Etheostoma nigrum,Buffalo creek Erie County New York US,42.6,-78.47,Freshwater,experimental,15,28,NA,dynamic,OS,1,NA,NA,NA,NA,30.6197,0.22647631200000001,7,yes,Freshwater,Kowaski et al. 1978,108
Percidae,Etheostoma nigrum,Missouri streams US,38.32,-92.54,Freshwater,experimental,26,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,36.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Percidae,Etheostoma nigrum,Cache la Poudre River Colorado US,40.42,-104.6,Freshwater,experimental,20,14,3,dynamic,LOE,0.5,NA,39,NA,NA,34,NA,15,yes,Freshwater,Smith & Fausch 1997,181
Percidae,Etheostoma nigrum,Cache la Poudre River Colorado US,40.42,-104.6,Freshwater,experimental,30,14,3,dynamic,LOE,0.5,NA,39,NA,NA,37.4,NA,14,yes,Freshwater,Smith & Fausch 1997,181
Percidae,Etheostoma nigrum,Four Mile Creek in Butler County Ohio US,39.51,-84.65,Freshwater,experimental,15,14,NA,dynamic,OS,1,NA,NA,NA,NA,30.9025,2.5791923809999999,10,yes,Freshwater,Ingersoll & Claussen 1984,96
Percidae,Etheostoma nigrum,Four Mile Creek in Butler County Ohio US,39.51,-84.65,Freshwater,experimental,15,14,NA,dynamic,OS,1,NA,NA,NA,NA,30.483,1.2278280349999999,11,yes,Freshwater,Ingersoll & Claussen 1984,96
Percidae,Etheostoma spectabile,NA,NA,NA,Freshwater,collection,29,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,37.9,0.74,15,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,Cummings Spring,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,32.2,1,25,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,Pennington Creek Oklahoma US,34.28,-96.7,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,32.8,0.8,25,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,Byrd's Mill Creek Oklahoma US,34.61,-96.63,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,34,1.1000000000000001,20,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,Brier Creek Oklahoma US,35.909999999999997,-78.78,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,34.4,1.1100000000000001,25,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,1.7000000000000001E-2,NA,NA,NA,NA,36.5,0.15,8,yes,Freshwater,Beitinger et al. 2000,12
Percidae,Etheostoma spectabile,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,31.54,0.64187226100000006,19,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Percidae,Etheostoma spectabile,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,29.8,0.850881895,19,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Percidae,Perca flavescens,New River drainage US,36.94,-81.05,Freshwater,experimental,23,7,NA,static,death,NA,10080,30-50,NA,sub-adults,26,NA,10,yes,Freshwater,Cherry et al. 1977,39
Percidae,Perca flavescens,Toronto Ontario Canada,43.64,-79.489999999999995,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,29.7,NA,NA,yes,Freshwater,Hart 1952,84
Percidae,Perca flavescens,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,32.3,NA,NA,yes,Freshwater,Hart 1952,84
Percidae,Perca flavescens,Park Lake Minnesota US,46.62,-92.65,Freshwater,experimental,28,NA,NA,static,death,NA,NA,NA,NA,juveniles,34,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Percidae,Perca flavescens,Lake Erie,42.08,-81.34,Freshwater,collection,23,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,33.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Percidae,Perca flavescens,Lake Erie,42.08,-81.34,Freshwater,collection,22,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,35,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Percidae,Perca flavescens,NA,NA,NA,Freshwater,NA,5,NA,NA,static,death,NA,NA,NA,NA,NA,21.3,NA,NA,yes,Freshwater,Brett 1956,26
Percidae,Perca flavescens,NA,NA,NA,Freshwater,NA,10,NA,NA,static,death,NA,NA,NA,NA,NA,25,NA,NA,yes,Freshwater,Brett 1956,26
Percidae,Perca flavescens,NA,NA,NA,Freshwater,NA,15,NA,NA,static,death,NA,NA,NA,NA,NA,27.7,NA,NA,yes,Freshwater,Brett 1956,26
Percidae,Perca flavescens,NA,NA,NA,Freshwater,NA,25,NA,NA,static,death,NA,NA,NA,NA,NA,29.7,NA,NA,yes,Freshwater,Brett 1956,26
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,39.5,0.53021963500000002,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,41.7,0.53021963500000002,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,40.5,0.35347975700000001,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,42.1,0.70695951300000004,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,40.7,0.35347975700000001,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,42.1,0.70695951300000004,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,38,0.4,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41,0.3,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,35,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.3,0.4,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,NA,35.4,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,35,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,38.47,0.73959448299999997,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,36.88,0.71693793299999997,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.270000000000003,174.87,Freshwater,experimental,12,7,2,dynamic,LOE,0.5,NA,16-23,NA,NA,34.2,1.532970972,6,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.270000000000003,174.87,Freshwater,experimental,20,7,2,dynamic,LOE,0.5,NA,16-27,NA,NA,38.5,1.532970972,15,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,32.4902,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,33.5517,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.6429,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,37.2521,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,38.6112,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.5476,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.0734,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,5,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,33.7996,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,10,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,35.0399,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,15,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,35.5358,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,20,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,37.0735,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,25,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,39.7421,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,30,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.0831,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,35,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,43.1745,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5,30,NA,static,death,NA,10080,NA,NA,NA,29.4845,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10,30,NA,static,death,NA,10080,NA,NA,NA,30.5164,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15,30,NA,static,death,NA,10080,NA,NA,NA,34.5752,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20,30,NA,static,death,NA,10080,NA,NA,NA,35.5087,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25,30,NA,static,death,NA,10080,NA,NA,NA,35.499,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30,30,NA,static,death,NA,10080,NA,NA,NA,37.042,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35,30,NA,static,death,NA,10080,NA,NA,NA,36.4817,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,5,30,NA,static,death,NA,10080,NA,NA,NA,32.0398,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,10,30,NA,static,death,NA,10080,NA,NA,NA,32.5607,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,15,30,NA,static,death,NA,10080,NA,NA,NA,33.0223,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,20,30,NA,static,death,NA,10080,NA,NA,NA,36.5505,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,25,30,NA,static,death,NA,10080,NA,NA,NA,37.5236,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,30,30,NA,static,death,NA,10080,NA,NA,NA,37.5136,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,35,30,NA,static,death,NA,10080,NA,NA,NA,37.9952,NA,10,yes,Freshwater,Otto 1973,150
Umbridae,Umbra limi,Michigan US,43.84,-84.88,Freshwater,collection,22.6642561,NA,NA,static,death,NA,NA,NA,NA,NA,38,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
